Id,Sub-Category,Name
OFF-AP-10002191,10,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
OFF-PA-10000349,11,Easy-staple paper
FUR-CH-10002880,2,"Global High-Back Leather Tilter, Burgundy"
OFF-PA-10003127,11,Easy-staple paper
TEC-MA-10003979,16,Ativa V4110MDD Micro-Cut Shredder
OFF-PA-10000029,11,Xerox 224
OFF-LA-10000452,3,Avery 488
TEC-PH-10001819,8,Innergie mMini Combo Duo USB Travel Charging Kit
OFF-AR-10002952,7,Stanley Contemporary Battery Pencil Sharpeners
TEC-PH-10000576,8,AT&T 1080 Corded phone
OFF-PA-10000605,11,Xerox 1950
OFF-ST-10004340,5,"Fellowes Mobile File Cart, Black"
OFF-BI-10004001,9,GBC Recycled VeloBinder Covers
FUR-TA-10004147,4,Hon 4060 Series Tables
OFF-AR-10001545,7,Newell 326
TEC-AC-10001013,12,Logitech ClearChat Comfort/USB Headset H390
OFF-AR-10002255,7,Newell 346
OFF-PA-10001892,11,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
OFF-BI-10003676,9,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
OFF-FA-10003495,14,Staples
OFF-EN-10003798,13,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
TEC-PH-10003589,8,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
OFF-PA-10004735,11,Xerox 1905
FUR-BO-10002206,1,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order"
OFF-PA-10000141,11,"Ampad Evidence Wirebond Steno Books, 6"" x 9"""
TEC-PH-10001061,8,Apple iPhone 5C
OFF-AR-10002375,7,Newell 351
OFF-EN-10001539,13,Staple envelope
FUR-TA-10004086,4,KI Adjustable-Height Table
OFF-PA-10000100,11,Xerox 1945
OFF-LA-10000973,3,Avery 502
OFF-ST-10001476,5,Steel Personal Filing/Posting Tote
OFF-EN-10002831,13,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
OFF-PA-10001763,11,Xerox 1896
OFF-BI-10002072,9,Cardinal Slant-D Ring Binders
OFF-FA-10001561,14,Stockwell Push Pins
TEC-MA-10004241,16,Star Micronics TSP800 TSP847IIU Receipt Printer
OFF-AP-10003849,10,Hoover Shoulder Vac Commercial Portable Vacuum
OFF-FA-10000735,14,Staples
OFF-BI-10003350,9,Acco Expandable Hanging Binders
TEC-PH-10000307,8,Shocksock Galaxy S4 Armband
TEC-CO-10004202,17,Brother DCP1000 Digital 3 in 1 Multifunction Machine
FUR-FU-10001852,6,"Eldon Regeneration Recycled Desk Accessories, Smoke"
OFF-AR-10003759,7,"Crayola Anti Dust Chalk, 12/Pack"
OFF-ST-10004337,5,"SAFCO Commercial Wire Shelving, 72h"
FUR-TA-10001932,4,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
FUR-CH-10002126,2,Hon Deluxe Fabric Upholstered Stacking Chairs
OFF-AP-10000576,10,"Belkin 325VA UPS Surge Protector, 6'"
TEC-PH-10004700,8,PowerGen Dual USB Car Charger
OFF-BI-10003429,9,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
FUR-FU-10004952,6,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
OFF-PA-10003172,11,Xerox 1996
OFF-ST-10002352,5,Iris Project Case
OFF-PA-10002259,11,"Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
OFF-BI-10002976,9,ACCOHIDE Binder by Acco
OFF-BI-10003694,9,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack"
OFF-LA-10004425,3,Staple-on labels
FUR-CH-10001270,2,Harbour Creations Steel Folding Chair
TEC-PH-10004539,8,Wireless Extenders zBoost YX545 SOHO Signal Booster
OFF-AR-10001919,7,"OIC #2 Pencils, Medium Soft"
TEC-PH-10003655,8,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4
OFF-BI-10004656,9,Peel & Stick Add-On Corner Pockets
OFF-ST-10002344,5,"Carina 42""Hx23 3/4""W Media Storage Unit"
TEC-PH-10004447,8,Toshiba IPT2010-SD IP Telephone
FUR-CH-10003973,2,GuestStacker Chair with Chrome Finish Legs
OFF-PA-10000682,11,Xerox 1924
FUR-FU-10002268,6,Ultra Door Push Plate
TEC-AC-10001990,12,Kensington Orbit Wireless Mobile Trackball for PC and Mac
FUR-CH-10004540,2,Global Chrome Stack Chair
OFF-ST-10002292,5,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"
OFF-AR-10004999,7,Newell 315
OFF-BI-10001031,9,Pressboard Data Binders by Wilson Jones
OFF-BI-10002432,9,Wilson Jones Standard D-Ring Binders
FUR-FU-10001867,6,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
TEC-PH-10002200,8,Samsung Galaxy Note 2
TEC-PH-10000439,8,GE DSL Phone Line Filter
OFF-PA-10001685,11,Easy-staple paper
OFF-ST-10001418,5,Carina Media Storage Towers in Natural & Black
OFF-ST-10000676,5,Fellowes Econo/Stor Drawers
OFF-AR-10001022,7,SANFORD Liquid Accent Tank-Style Highlighters
OFF-EN-10003055,13,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
TEC-CO-10001046,17,Canon Imageclass D680 Copier / Fax
FUR-FU-10000076,6,24-Hour Round Wall Clock
FUR-FU-10003268,6,Eldon Radial Chair Mat for Low to Medium Pile Carpets
FUR-FU-10003691,6,"Eldon Image Series Desk Accessories, Ebony"
OFF-AR-10003903,7,Sanford 52201 APSCO Electric Pencil Sharpener
TEC-PH-10003442,8,Samsung Replacement EH64AVFWE Premium Headset
OFF-BI-10004519,9,GBC DocuBind P100 Manual Binding Machine
OFF-EN-10004955,13,Fashion Color Clasp Envelopes
FUR-TA-10004619,4,Hon Non-Folding Utility Tables
FUR-BO-10004467,1,Bestar Classic Bookcase
OFF-AR-10002280,7,Staples in misc. colors
FUR-CH-10001708,2,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
OFF-AR-10000462,7,Sanford Pocket Accent Highlighters
TEC-PH-10004165,8,Mitel MiVoice 5330e IP Phone
FUR-FU-10003724,6,Westinghouse Clip-On Gooseneck Lamps
FUR-FU-10003535,6,Howard Miller Distant Time Traveler Alarm Clock
OFF-ST-10003716,5,Tennsco Double-Tier Lockers
TEC-PH-10004586,8,Wilson SignalBoost 841262 DB PRO Amplifier Kit
OFF-BI-10004236,9,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
OFF-AR-10000422,7,Pencil and Crayon Sharpener
OFF-PA-10002870,11,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”"
OFF-ST-10000563,5,Fellowes Bankers Box Stor/Drawer Steel Plus
OFF-BI-10002854,9,"Performers Binder/Pad Holder, Black"
FUR-CH-10001973,2,Office Star Flex Back Scooter Chair with White Frame
TEC-AC-10000580,12,Logitech G13 Programmable Gameboard with LCD Display
OFF-AR-10004022,7,Panasonic KP-380BK Classic Electric Pencil Sharpener
TEC-AC-10004209,12,Memorex Froggy Flash Drive 4 GB
TEC-AC-10000023,12,"Maxell 74 Minute CD-R Spindle, 50/Pack"
TEC-PH-10003505,8,Geemarc AmpliPOWER60
OFF-LA-10000121,3,Avery 48
OFF-BI-10002026,9,Avery Arch Ring Binders
OFF-PA-10000994,11,Xerox 1915
OFF-BI-10002813,9,Avery Reinforcements for Hole-Punch Pages
OFF-AR-10004817,7,Colorific Watercolor Pencils
OFF-AR-10001860,7,BIC Liqua Brite Liner
OFF-BI-10004970,9,"ACCOHIDE 3-Ring Binder, Blue, 1"""
OFF-PA-10002968,11,Xerox 1973
OFF-BI-10004632,9,GBC Binding covers
FUR-BO-10003433,1,Sauder Cornerstone Collection Library
FUR-FU-10002554,6,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
TEC-PH-10003437,8,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with
OFF-AP-10003971,10,Belkin 6 Outlet Metallic Surge Strip
FUR-CH-10003846,2,Hon Valutask Swivel Chairs
OFF-LA-10001404,3,Avery 517
OFF-LA-10001474,3,Avery 477
OFF-PA-10003072,11,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
FUR-FU-10004960,6,"Seth Thomas 12"" Clock w/ Goldtone Case"
TEC-AC-10003116,12,Memorex Froggy Flash Drive 8 GB
OFF-AP-10004859,10,Acco 6 Outlet Guardian Premium Surge Suppressor
OFF-PA-10002659,11,Avoid Verbal Orders Carbonless Minifold Book
OFF-BI-10004139,9,Fellowes Presentation Covers for Comb Binding Machines
OFF-AR-10002818,7,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener
OFF-AP-10001303,10,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
OFF-ST-10002574,5,"SAFCO Commercial Wire Shelving, Black"
FUR-FU-10004018,6,Tensor Computer Mounted Lamp
TEC-PH-10002549,8,Polycom SoundPoint IP 450 VoIP phone
OFF-PA-10004911,11,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk"
TEC-MA-10002178,16,Cisco CP-7937G Unified IP Conference Station Phone
OFF-AR-10000411,7,Boston 16701 Slimline Battery Pencil Sharpener
OFF-LA-10000262,3,Avery 494
OFF-PA-10000466,11,"Memo Book, 100 Message Capacity, 5 3/8” x 11”"
OFF-AR-10003829,7,Newell 35
OFF-BI-10001758,9,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
OFF-BI-10000136,9,Avery Non-Stick Heavy Duty View Round Locking Ring Binders
OFF-ST-10000649,5,Hanging Personal Folder File
OFF-PA-10003641,11,Xerox 1909
FUR-CH-10002961,2,"Leather Task Chair, Black"
OFF-PA-10004041,11,"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
TEC-PH-10001336,8,Digium D40 VoIP phone
TEC-MA-10003183,16,DYMO CardScan Personal V9 Business Card Scanner
TEC-AC-10001314,12,Case Logic 2.4GHz Wireless Keyboard
TEC-AC-10004510,12,Logitech Desktop MK120 Mouse and keyboard Combo
OFF-BI-10000042,9,"Pressboard Data Binder, Crimson, 12"" X 8 1/2"""
FUR-TA-10003008,4,"Lesro Round Back Collection Coffee Table, End Table"
OFF-AP-10003590,10,Hoover WindTunnel Plus Canister Vacuum
OFF-PA-10000806,11,Xerox 1934
OFF-AR-10000896,7,Newell 329
TEC-PH-10002310,8,Panasonic KX T7731-B Digital phone
OFF-ST-10002289,5,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
OFF-PA-10001289,11,White Computer Printout Paper by Universal
OFF-FA-10000053,14,Revere Boxed Rubber Bands by Revere
FUR-FU-10004091,6,"Eldon 200 Class Desk Accessories, Black"
OFF-EN-10003001,13,Ames Color-File Green Diamond Border X-ray Mailers
FUR-TA-10002958,4,"Bevis Oval Conference Table, Walnut"
FUR-TA-10001676,4,Hon 61000 Series Interactive Training Tables
OFF-BI-10000822,9,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
OFF-PA-10004888,11,Xerox 217
FUR-TA-10002622,4,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
OFF-PA-10000418,11,Xerox 189
FUR-TA-10001039,4,KI Adjustable-Height Table
OFF-AR-10002240,7,Panasonic KP-150 Electric Pencil Sharpener
OFF-BI-10002867,9,GBC Recycled Regency Composition Covers
FUR-FU-10003976,6,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
TEC-PH-10002922,8,ShoreTel ShorePhone IP 230 VoIP phone
OFF-PA-10000501,11,Petty Cash Envelope
OFF-AP-10004980,10,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
TEC-PH-10001750,8,Samsung Rugby III
OFF-BI-10003708,9,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""
OFF-BI-10001191,9,Canvas Sectional Post Binders
OFF-PA-10003673,11,Strathmore Photo Mount Cards
OFF-PA-10001639,11,Xerox 203
TEC-AC-10004975,12,Plantronics Audio 995 Wireless Stereo Headset
OFF-BI-10004364,9,Storex Dura Pro Binders
OFF-PA-10001712,11,Xerox 1948
FUR-CH-10004289,2,Global Super Steno Chair
TEC-PH-10002564,8,OtterBox Defender Series Case - Samsung Galaxy S4
OFF-BI-10004876,9,Wilson Jones Suede Grain Vinyl Binders
TEC-PH-10004348,8,OtterBox Defender Series Case - iPhone 5c
OFF-BI-10004352,9,Wilson Jones DublLock D-Ring Binders
OFF-BI-10000666,9,Surelock Post Binders
TEC-MA-10000010,16,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer
OFF-BI-10000977,9,Ibico Plastic Spiral Binding Combs
FUR-TA-10002530,4,"Iceberg OfficeWorks 42"" Round Tables"
FUR-FU-10001473,6,DAX Wood Document Frame
OFF-BI-10001765,9,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
FUR-CH-10000847,2,Global Executive Mid-Back Manager's Chair
OFF-PA-10001293,11,Xerox 1946
OFF-AR-10000634,7,Newell 320
FUR-FU-10004270,6,"Eldon Image Series Desk Accessories, Burgundy"
OFF-AR-10003770,7,Newell 340
OFF-LA-10003121,3,Avery 506
OFF-PA-10002262,11,Xerox 192
OFF-PA-10002464,11,HP Office Recycled Paper (20Lb. and 87 Bright)
OFF-ST-10002214,5,X-Rack File for Hanging Folders
OFF-PA-10000130,11,Xerox 199
TEC-AC-10000865,12,WD My Passport Ultra 500GB Portable External Hard Drive
OFF-FA-10003021,14,Staples
TEC-PH-10003580,8,Cisco IP Phone 7961G-GE VoIP phone
TEC-AC-10001109,12,Logitech Trackman Marble Mouse
OFF-PA-10001838,11,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
OFF-ST-10004950,5,Acco Perma 3000 Stacking Storage Drawers
OFF-PA-10003823,11,Xerox 197
TEC-PH-10001300,8,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
FUR-TA-10003715,4,Hon 2111 Invitation Series Corner Table
TEC-MA-10004458,16,Lexmark X 9575 Professional All-in-One Color Printer
OFF-BI-10004965,9,Ibico Covers for Plastic or Wire Binding Elements
OFF-AR-10001419,7,Newell 325
OFF-PA-10002586,11,Xerox 1970
OFF-AR-10002221,7,12 Colored Short Pencils
FUR-FU-10002456,6,"Master Caster Door Stop, Large Neon Orange"
OFF-FA-10004968,14,Rubber Band Ball
OFF-PA-10001274,11,Loose Memo Sheets
OFF-PA-10001125,11,Xerox 1988
OFF-ST-10000344,5,"Neat Ideas Personal Hanging Folder Files, Black"
OFF-ST-10003324,5,Belkin OmniView SE Rackmount Kit
OFF-ST-10000419,5,"Rogers Jumbo File, Granite"
OFF-AP-10001626,10,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
FUR-FU-10003981,6,Eldon Wave Desk Accessories
OFF-ST-10001291,5,"Tenex Personal Self-Stacking Standard File Box, Black/Gray"
OFF-AP-10004868,10,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags
OFF-LA-10002195,3,Avery 481
OFF-AR-10001315,7,Newell 310
OFF-EN-10003134,13,Staple envelope
OFF-AR-10001955,7,Newell 319
OFF-LA-10001641,3,Avery 518
OFF-ST-10001370,5,Sensible Storage WireTech Storage Systems
TEC-AC-10003038,12,Kingston Digital DataTraveler 16GB USB 2.0
OFF-BI-10000088,9,GBC Imprintable Covers
OFF-AR-10003504,7,Newell 347
OFF-EN-10003160,13,Pastel Pink Envelopes
TEC-AC-10003280,12,Belkin F8E887 USB Wired Ergonomic Keyboard
TEC-PH-10000169,8,ARKON Windshield Dashboard Air Vent Car Mount Holder
OFF-PA-10001526,11,Xerox 1949
OFF-AP-10004336,10,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"
OFF-PA-10001357,11,Xerox 1886
OFF-FA-10000992,14,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
OFF-AR-10001221,7,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
TEC-PH-10004830,8,Pyle PRT45 Retro Home Telephone
OFF-PA-10004519,11,Spiral Phone Message Books with Labels by Adams
FUR-BO-10000362,1,Sauder Inglewood Library Bookcases
OFF-PA-10000308,11,Xerox 1901
OFF-SU-10001165,15,Acme Elite Stainless Steel Scissors
FUR-FU-10001488,6,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
OFF-AR-10003251,7,Prang Drawing Pencil Set
OFF-AR-10001044,7,"BOSTON Ranger #55 Pencil Sharpener, Black"
OFF-AR-10000823,7,Newell 307
OFF-AR-10004456,7,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
OFF-BI-10000591,9,Avery Binder Labels
TEC-PH-10000441,8,VTech DS6151
TEC-AC-10004855,12,V7 USB Numeric Keypad
OFF-AR-10001915,7,Peel-Off China Markers
OFF-ST-10000352,5,Acco Perma 2700 Stacking Storage Drawers
OFF-PA-10000575,11,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
FUR-FU-10002937,6,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
TEC-AC-10003063,12,Micro Innovations USB RF Wireless Keyboard with Mouse
TEC-AC-10002049,12,Plantronics Savi W720 Multi-Device Wireless Headset System
FUR-FU-10004415,6,"Stacking Tray, Side-Loading, Legal, Smoke"
OFF-ST-10002011,5,Smead Adjustable Mobile File Trolley with Lockable Top
TEC-PH-10000038,8,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
OFF-PA-10002689,11,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
TEC-CO-10001766,17,Canon PC940 Copier
OFF-PA-10004359,11,Multicolor Computer Printout Paper
OFF-FA-10001135,14,"Brites Rubber Bands, 1 1/2 oz. Box"
OFF-BI-10004224,9,Catalog Binders with Expanding Posts
TEC-PH-10003357,8,Grandstream GXP2100 Mainstream Business Phone
OFF-PA-10004475,11,Xerox 1940
OFF-PA-10003001,11,Xerox 1986
OFF-FA-10000611,14,Binder Clips by OIC
OFF-BI-10001116,9,"Wilson Jones 1"" Hanging DublLock Ring Binders"
TEC-PH-10004922,8,RCA Visys Integrated PBX 8-Line Router
OFF-BI-10002353,9,GBC VeloBind Cover Sets
OFF-FA-10002676,14,Colored Push Pins
TEC-AC-10003023,12,Logitech G105 Gaming Keyboard
OFF-PA-10000167,11,Xerox 1925
TEC-PH-10002185,8,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
FUR-FU-10000758,6,DAX Natural Wood-Tone Poster Frame
TEC-MA-10004679,16,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
OFF-AP-10002495,10,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
OFF-BI-10002414,9,GBC ProClick Spines for 32-Hole Punch
TEC-AC-10003133,12,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
TEC-AC-10002006,12,Memorex Micro Travel Drive 16 GB
OFF-LA-10002381,3,Avery 497
OFF-FA-10001843,14,Staples
OFF-LA-10003077,3,Avery 500
OFF-PA-10003424,11,"""While you Were Out"" Message Book, One Form per Page"
OFF-PA-10004405,11,Rediform Voice Mail Log Books
FUR-BO-10003965,1,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
FUR-FU-10002088,6,Nu-Dell Float Frame 11 x 14 1/2
TEC-AC-10000736,12,Logitech G600 MMO Gaming Mouse
FUR-BO-10003966,1,"Sauder Facets Collection Library, Sky Alder Finish"
OFF-AP-10000828,10,Avanti 4.4 Cu. Ft. Refrigerator
OFF-AP-10002906,10,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum
OFF-AP-10003860,10,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection
FUR-TA-10001307,4,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
OFF-PA-10001457,11,White GlueTop Scratch Pads
OFF-AP-10002082,10,Holmes HEPA Air Purifier
TEC-AC-10003590,12,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem"
OFF-PA-10004355,11,Xerox 231
OFF-PA-10004947,11,Easy-staple paper
FUR-TA-10004607,4,Hon 2111 Invitation Series Straight Table
OFF-PA-10003893,11,Xerox 1962
TEC-PH-10001817,8,Wilson Electronics DB Pro Signal Booster
FUR-BO-10000330,1,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish"
OFF-BI-10001900,9,"DXL Angle-View Binders with Locking Rings, Black"
FUR-BO-10003159,1,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
FUR-FU-10001591,6,Advantus Panel Wall Certificate Holder - 8.5x11
OFF-LA-10002034,3,Avery 478
OFF-BI-10001628,9,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
OFF-ST-10000877,5,Recycled Steel Personal File for Standard File Folders
OFF-AR-10004752,7,Blackstonian Pencils
OFF-PA-10000675,11,Xerox 1919
OFF-PA-10001609,11,Tops Wirebound Message Log Books
TEC-PH-10001615,8,AT&T CL82213
TEC-AC-10004568,12,Maxell LTO Ultrium - 800 GB
FUR-CH-10001854,2,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
OFF-AR-10000475,7,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"
TEC-PH-10000455,8,GE 30522EE2
OFF-PA-10001994,11,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
TEC-AC-10002926,12,Logitech Wireless Marathon Mouse M705
TEC-PH-10004897,8,Mediabridge Sport Armband iPhone 5s
FUR-FU-10001196,6,DAX Cubicle Frames - 8x10
OFF-PA-10000595,11,Xerox 1929
OFF-LA-10000443,3,Avery 501
OFF-LA-10001771,3,Avery 513
OFF-AP-10001394,10,Harmony Air Purifier
FUR-FU-10002553,6,"Electrix Incandescent Magnifying Lamp, Black"
OFF-AP-10004233,10,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room
FUR-CH-10004754,2,"Global Stack Chair with Arms, Black"
OFF-PA-10000809,11,Xerox 206
FUR-FU-10002878,6,"Seth Thomas 14"" Day/Date Wall Clock"
TEC-PH-10002624,8,Samsung Galaxy S4 Mini
TEC-PH-10002885,8,Apple iPhone 5
TEC-PH-10000895,8,Polycom VVX 310 VoIP phone
TEC-MA-10000488,16,Bady BDG101FRU Card Printer
OFF-PA-10003729,11,Xerox 1998
OFF-AP-10001005,10,Honeywell Quietcare HEPA Air Cleaner
FUR-CH-10000988,2,Hon Olson Stacker Stools
FUR-FU-10001986,6,"Dana Fluorescent Magnifying Lamp, White, 36"""
FUR-FU-10004973,6,Flat Face Poster Frame
OFF-ST-10000464,5,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
OFF-PA-10000528,11,Xerox 1981
OFF-PA-10003129,11,Tops White Computer Printout Paper
OFF-AR-10003631,7,Staples in misc. colors
OFF-BI-10002133,9,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
TEC-PH-10004959,8,Classic Ivory Antique Telephone ZL1810
FUR-BO-10001918,1,"Sauder Forest Hills Library with Doors, Woodland Oak Finish"
FUR-FU-10001617,6,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
TEC-PH-10002824,8,Jabra SPEAK 410 Multidevice Speakerphone
OFF-PA-10003309,11,Xerox 211
OFF-ST-10002554,5,Tennsco Industrial Shelving
OFF-AR-10002067,7,Newell 334
FUR-TA-10004175,4,"Hon 30"" x 60"" Table with Locking Drawer"
FUR-TA-10004767,4,Safco Drafting Table
OFF-EN-10002621,13,Staple envelope
OFF-LA-10003714,3,Avery 510
FUR-FU-10001889,6,Ultra Door Pull Handle
OFF-AR-10003723,7,Avery Hi-Liter Fluorescent Desk Style Markers
OFF-PA-10000241,11,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
OFF-AR-10001446,7,Newell 309
OFF-BI-10001359,9,GBC DocuBind TL300 Electric Binding System
OFF-EN-10001749,13,Jiffy Padded Mailers with Self-Seal Closure
OFF-BI-10004390,9,GBC DocuBind 200 Manual Binding Machine
TEC-PH-10004924,8,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
FUR-CH-10000155,2,Global Comet Stacking Armless Chair
OFF-BI-10001757,9,Pressboard Hanging Data Binders for Unburst Sheets
FUR-FU-10004093,6,Hand-Finished Solid Wood Document Frame
FUR-FU-10001037,6,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
OFF-PA-10001878,11,Xerox 1891
TEC-MA-10003674,16,Hewlett-Packard Deskjet 5550 Printer
OFF-LA-10003190,3,Avery 474
TEC-PH-10001809,8,Panasonic KX T7736-B Digital phone
OFF-BI-10003091,9,GBC DocuBind TL200 Manual Binding Machine
FUR-CH-10003981,2,Global Commerce Series Low-Back Swivel/Tilt Chairs
OFF-ST-10002562,5,Staple magnet
TEC-PH-10004345,8,Cisco SPA 502G IP Phone
TEC-PH-10001198,8,Avaya 4621SW VoIP phone
OFF-PA-10001972,11,Xerox 214
TEC-PH-10002483,8,Motorola Moto X
FUR-BO-10000468,1,O'Sullivan 2-Shelf Heavy-Duty Bookcases
TEC-AC-10001284,12,Enermax Briskie RF Wireless Keyboard and Mouse Combo
OFF-BI-10002082,9,GBC Twin Loop Wire Binding Elements
OFF-ST-10001505,5,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
OFF-AR-10004582,7,BIC Brite Liner Grip Highlighters
TEC-AC-10002842,12,WD My Passport Ultra 2TB Portable External Hard Drive
OFF-AP-10004785,10,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
TEC-AC-10002217,12,Imation Clip USB flash drive - 8 GB
OFF-BI-10002954,9,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF-AP-10003281,10,Acco 6 Outlet Guardian Standard Surge Suppressor
OFF-SU-10000898,15,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
OFF-BI-10001249,9,Avery Heavy-Duty EZD View Binder with Locking Rings
TEC-AC-10002718,12,Belkin Standard 104 key USB Keyboard
TEC-PH-10002352,8,Avaya IP Phone 1140E VoIP phone
FUR-CH-10003774,2,"Global Wood Trimmed Manager's Task Chair, Khaki"
OFF-AR-10000127,7,Newell 321
TEC-PH-10003811,8,Jabra Supreme Plus Driver Edition Headset
OFF-BI-10002393,9,Binder Posts
FUR-TA-10002855,4,Bevis Round Conference Table Top & Single Column Base
OFF-EN-10000781,13,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
OFF-PA-10002160,11,Xerox 1978
OFF-AR-10002257,7,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
OFF-FA-10004395,14,Plymouth Boxed Rubber Bands by Plymouth
OFF-AP-10002534,10,3.6 Cubic Foot Counter Height Office Refrigerator
FUR-BO-10003034,1,"O'Sullivan Elevations Bookcase, Cherry Finish"
OFF-ST-10000943,5,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
OFF-PA-10000533,11,Southworth Parchment Paper & Envelopes
OFF-ST-10001172,5,"Tennsco Lockers, Sand"
OFF-PA-10001661,11,Xerox 1922
OFF-BI-10004817,9,GBC Personal VeloBind Strips
FUR-CH-10003833,2,Novimex Fabric Task Chair
FUR-FU-10003142,6,"Master Big Foot Doorstop, Beige"
TEC-AC-10001114,12,Microsoft Wireless Mobile Mouse 4000
OFF-FA-10002975,14,Staples
